Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134
,Gains on Investment,,,,,11,-203,52,-79,-128,-354,-351,-416,-364,-307,105,157,-22,214,-40,44,14,198,49,44,-125,976,-298,56,-1007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305,609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DT,,,,,-177,-53,-206,447,-11,-17,-88,-34,-5970,183,-198,283,-1191,-1305,-1675,-1888,-568,-1702,-1323,-1145,-1433,-1158,-2244,-2221,2491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4738,-7056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WC,,,,,-927,-5256,2450,2250,1480,-6903,2700,1787,5455,-9554,3072,1473,1873,-10347,1843,4243,2418,-10300,2522,7184,856,-11551,2042,3303,-218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1824,-5350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CFFO,,,,,13818,10680,17504,18673,19335,12516,22179,22710,24540,14480,25386,24629,23198,11173,24441,28770,30583,18853,31917,37195,34180,22291,37044,42647,45057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118548,136162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CapEx,,-3707,,,-3385,-3545,-3767,-4744,-4907,-4174,-5089,-6452,-5810,-5865,-5340,-6871,-6283,-6274,-6607,-8943,-9917,-9735,-10952,-13873,-14923,-15804,-16745,-17079,-19394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-44477,-64551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Acquisitions,,-1593,,,-462,-80,-329,-1650,-481,-415,-7512,-501,-1206,-850,-18719,-1263,-349,-679,-301,-341,-1186,-65029,-1575,-1342,-1849,-1405,-981,-1743,-578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-69132,-5978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Investments,,1100,,,2071,-2411,4147,3173,2100,2593,2517,-4334,4183,5643,9069,-457,4360,104,5330,419,12588,1492,3108,749,2484,3113,4408,-14392,-8378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17937,-4387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other,,0,,,0,0,0,-1241,-2083,327,400,434,-417,-89,-1181,-1138,-860,-301,-1686,-269,-982,1347,-1281,-382,-913,-16,604,2642,-6209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1298,2317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CFFI,,-4200,,,-1776,-6036,51,-4462,-5371,-1669,-9684,-10853,-3250,-1161,-16171,-9729,-3132,-7150,-3264,-9134,503,-71925,-10700,-14848,-15201,-14112,-12714,-30572,-34559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-96970,-72599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Debt Exchange,,,,,0,0,0,-3417,0,0,-1754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Repayment of Debt,,,,,-2500,-18,-3000,0,0,-3250,-500,0,-4826,0,-4197,0,-1000,-750,536,-488,24265,-633,-9047,-14010,-6712,0,-2250,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575,-8962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Stock issuance,,,,,-4485,-4972,-6717,-5451,-6198,-6233,-6534,-6727,-7072,-7142,-8345,-8296,-4998,-5216,-5509,-5704,-4146,-3739,-3691,-3676,-3401,-4730,-4235,-3998,-4961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15252,-16364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dividends,,,,,-3510,-3886,-3876,-3865,-3856,-4230,-4221,-4214,-4206,-4652,-4645,-4632,-4621,-5066,-5059,-5054,-5051,-5574,-5572,-5574,-5574,-6170,-6169,-6169,-6169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21771,-24082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other,,,,,286,-39,-1052,471,-235,79,-183,-430,-172,-192,-158,-341,-264,-317,-258,-167,-307,-201,-498,-303,-889,-343,-382,-677,-669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1309,-2291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CFFF,,,,,-10209,-8915,-14645,-12262,-10289,-13634,-13192,-11371,-16276,-11986,-17345,-13269,-10883,-11349,-10290,-11413,14761,-10147,-18808,-23563,-16576,-11243,-13036,-10844,-11799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-37757,-51699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FX,,,,,-72,18,-64,-83,-46,14,-33,36,-73,106,24,-198,-230,88,29,-81,-99,72,-80,-103,122,-294,52,183,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-210,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CIC,,,,,1761,-4253,2846,1866,3629,-2773,-730,522,4941,1439,-8106,1433,8953,-7238,10916,8142,45748,-63147,2329,-1319,2525,-3358,11346,1414,-1393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-37967,-51636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FCF,,,,,10433,7135,13737,13929,14428,8342,17090,16258,18730,8615,20046,17758,16915,4899,17834,19827,20666,9118,20965,23322,19257,6487,20299,25568,25663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74071,71611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  TTM 12mo,,,,,,,,45234,49229,50436,53789,56118,60420,60693,63649,65149,63334,59618,57406,59475,63226,67445,70576,74071,72662,70031,69365,71611,78017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  y/y,,,,,,,,,,,,0.2406154662422071,0.22732535700501733,0.20336664287413742,0.183308854970347,0.1609287572614848,0.048229063224098034,-0.01771209200402024,-0.09808480887366655,-0.08709266450751352,-0.0017052452079451275,0.13128585326579212,0.22941852768003335,0.24541403951240026,0.14924240027836655,0.038342353028393505,-0.017158807526637898,-0.03321137827219833,0.07369739341058601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03321137827219833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TTM CapEx,,,,,,,,-15441,-16963,-17592,-18914,-20622,-21525,-23216,-23467,-23886,-24359,-24768,-26035,-28107,-31741,-35202,-39547,-44477,-49483,-55552,-61345,-64551,-69022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-44477,-64551,-83916.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  y/y,,,,,,,,,,,,0.3355352632601516,0.2689382774273419,0.3196907685311505,0.2407211589298932,0.15827756764620315,0.13166085946573758,0.06685044796691941,0.10943026377466225,0.17671439336850048,0.3030502073155712,0.42126937984496116,0.5189936623775686,0.5824171914469705,0.558961595412873,0.5780921538548947,0.5511922522568085,0.4513343975537918,0.3948628822019684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4513343975537918,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Employees,,,,,,,,,,,,,,,,,,,,221000,,,,228000,,,,,,,,,,,5635,8226,11542,14430,15257,17801,20561,22232,27055,31396,39100,47600,50500,55000,57000,61000,71000,79000,91000,93000,89000,90000,94000,99000,128000,118000,114000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Price,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.991379310344826,58.28522920203735,77.0738255033557,87.56547060904676,68.895833794501,72.95059326979187,56.45676937441643,47.77504165895205,40.080513201933805,21.770461481549987,23.190949227373068,23.907206870799104,23.46534256194202,26.822826666666668,31.502300109529024,16.80909090909091,27.18640933780192,24.87109095249463,23.30108553023977,24.366070356585425,34.535623255249426,45.68113042390897,54.478952772073924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20734.741379310344,36544.83870967742,49327.24832214765,114885.89743906935,184709.73040305718,372704.58101536665,298261.112605042,266298.0822069987,222567.08981033842,236906.16184222695,252642.2008830022,260731.99813293503,247113.5225198114,265170.4644266667,298326.7820372399,151214.58181818182,242693.07615855773,213717.28455478634,198199.0335202195,206380.61592027853,290064.6997208399,377052.0505189446,436539.8485626284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17120.741379310344,31794.838709677417,42387.24832214765,103573.89743906935,166079.73040305718,341096.58101536665,256737.112605042,220557.08220699872,169724.08981033842,174166.16184222695,179840.2008830022,211976.99813293503,203720.5225198114,231642.46442666667,268076.7820372399,120580.58181818182,204090.07615855773,162001.28455478634,137327.0335202195,134114.61592027853,212403.6997208399,377052.0505189446,436539.8485626284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EV/NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.85173250753264,21.21069960618907,19.31081928116066,29.986652414322336,34.90536578458537,44.733977838080875,27.710427696172907,27.989477437436385,21.42710387707845,17.311018968514755,21.950470021115855,17.298596224329607,16.16957873798011,16.469425128095747,15.161856345073236,8.093199665627345,10.844894848746359,6.997895661113881,5.9266770325069915,6.134318982768995,9.567303262053057,16.98126691222053,24.37680637495133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968287.8584171364,2065958.568926928,2147477.2858793675,2187435.774584623,2001275.613799671,2114306.1490662857,2164741.7152216784,2167739.6048092404,1991789.7894720493,2089650.7367206167,1998611.4738145093,2005020.147309875,1973467.8274649733,2011217.011338947,1993563.9263761484,1941471.9370539852,1974920.6566503427,2105058.121064151,1932225.2728441348,1922069.26569602,2010435.0433981232,1975341.5479007133,1967776.1368191752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,0.155,0.15,0.12,0.1,0.075,0.085,0.1,0.11,0.115,0.115,0.12,0.13,0.135,0.135,0.2,0.175,0.21,0.23,0.25,0.24,0.23,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
